,search_string,name,score
123370,Rio Tinto Minerals,Rio Tinto PLC,0.953725766453159
115725,First National Bank of Midland,First Class Navigation Corp,0.9536878401341435
117166,First Citizens Bank IronStone Bank,First Citizens Bancorporation Inc,0.953629894902404
119900,Cornerstone National Bank,Cornerstone Capital Resources Inc,0.9536179092946162
116207,China Securities Regulatory Commission,China Security & Surveillance Technology Inc,0.9535430467217353
117403,Collier Sportsmen & Conservation Club,Colliers International Group Inc,0.9535412857196706
122315,Vanguard Title LLC,Vanguard Mid-Cap ETF,0.9535202361199184
100807,Alabama Poultry and Egg Association,Alabama Power Co,0.9534991918028666
105271,Charles River Laboratories,Charles River Laboratories International Inc,0.9534886373023139
118868,Guaranty Bond Bank,Guaranty Bancorp,0.9533933919083208
104163,Equitable Gas Company,Equitable Group Inc,0.953370759836835
110875,Citizens for the Bay,Citizens First Bancorp Inc,0.9533544370169424
100325,New York Language Center,New York Life Insurance Co,0.9533343372852059
122406,Stewart & Evans,Stewart & Stevenson LLC,0.9533185366589211
121357,Johnson and Johnson PRD,Johnson & Johnson,0.9531852003218158
109531,Kansas City Food Circle,Kansas City Power & Light Co,0.9531466912565842
100736,Great Lakes United,Great Lakes Dredge & Dock Corp,0.953090235952635
106185,Washington Growers Clearing House,Washington Gas Light Co,0.9530631528307744
112681,Public Service Research Foundation,Public Service Electric & Gas Co,0.9530591717783702
123354,Martin Marietta Aggregates,Martin Marietta Materials Inc.,0.9529023211500784
122430,First Financial Mortgage Corp.,First Financial Corp,0.9528454650868342
107140,Tennessee Donor Services,Tennessee Valley Authority,0.9528198019561199
115017,Central Texas Housing Consortium,Central Jersey Bancorp,0.9527757156880313
1919,"Florida East Coast Shrimp Producers, Inc.",Florida East Coast Industries Inc.,0.9527657063359413
119627,Clearwater Port LLC,Clearwater Paper Corp,0.9527558700372298
113927,Progressive Medical Corp.,Progress Energy Resources Corp,0.9526960084531189
115375,"Powder River Coal, LLC",Powder River Petroleum International Inc,0.9525915497531099
104728,GENERAL DYNAMICS CORPORATION,General Dynamics Corp,0.9525385604668571
114873,Chartwell Aviation Services LLC,Chartwell International Inc,0.9524937419933709
114316,Capital Access Corp.,Capital Bank Corp,0.9524753996070765
109869,Pacific Seabird Group,Pacific Northern Gas Ltd,0.9524262416292492
116125,Community Health Network,Community Investors Bancorp Inc,0.9524129874252937
4136,Washington State Department of Agriculture,Washington Real Estate Investment Trust,0.9524087242693899
120556,Jennifer Colamonico,Jennifer Convertibles Inc.,0.9523319042678747
111535,Family Motor Coach,Family Room Entertainment Corp,0.9522825754550135
108995,"Consolidated Care, Inc.",Consolidated Natural Gas Co,0.9522540446684445
120998,"Fortune Industries International, Inc.",Fortune Industries Inc,0.9522132769963089
115888,Spectra Energy Transmission,Spectra Energy Partners LP,0.952206009236428
110956,Global Development Services LLC,Global Defense Technology & Systems Inc,0.9521956947180883
108084,Ocean concervancy,Ocean Shore Holding Co,0.9521717399457335
107330,Western Property Management,Western Prospector Group Ltd,0.9521603490703122
114457,"Delmarva Poultry Industry, Inc",Delmarva Power & Light Co,0.9521518102881388
122506,First Forsyth Mortgage,First Franklin Corp,0.9521222731726002
114126,First Community Mortgage,First Community Corp,0.9520497832890668
108809,Talecris Biotherapeutics,Talecris Biotherapeutics Holdings Corp,0.9519772320182037
104720,Alabama Library Association,Alabama National BanCorporation,0.9519693180179256
105909,North American Millers' Association,North American Technologies Group Inc,0.9519549351277146
112616,Humboldt County Mental Health,Humboldt Capital Corp,0.9519111452008607
116043,Pacific Flyway Council,Pacific Financial Corp,0.9518568970588436
113897,Mountain Tools,Mountain Province Diamonds Inc,0.9517719683724885
120036,First Nations Home Mortgage,First Commonwealth Financial Corp.,0.9517474623178506
117712,Cornerstone Bank,Cornerstone Therapeutics Inc,0.9517156274176831
120884,Environmental Services,Environmental Energy Service,0.9516755181924754
121173,Pharmaceutical Technologies Services,Pharmaceutical Products Development Inc,0.9516308705009299
112433,"Premier Home Loans, Inc.",Premier Community Bankshares Inc,0.9516094397753473
119725,Diversified Mortgage Corporation,Diversified Restaurant Holdings Inc,0.9515018509018961
114934,Pacific Coast Reptiles,Pacific Asia Petroleum Inc,0.9514589155314047
118195,"Legg Mason & Co., LLC",Legg Mason Canada Holdings Ltd,0.9514041281403295
107490,Western Colorado Congress,Western Copper and Gold Corp,0.9513983779125845
114456,"Delmarva Poultry Industry, Inc.",Delmarva Power & Light Co,0.9513259682980307
479,Air Transit A.T. Inc,Air Transport Services Group Inc,0.9512991338495503
114312,First National Bank of Hutchinson,First Horizon National Corp,0.9512912555881915
119778,"Progressive Laboratories, Inc.",Progress Software Corp,0.9512716144466768
103487,Northeast Naturalist,Northeast Community Bancorp Inc,0.9512171115675883
108941,"Medicine Row, Inc",Medicines Company,0.9511658063017449
118361,"ACCESS, Inc.",Access Plans USA Inc,0.9511394422157118
115797,Global Supply Systems,Global Ecology Corp,0.9511310575138674
110685,Golden Rule Dog Training,Golden Elephant Glass Technology Inc,0.9510826191005151
100104,Federal government retiree,Federal Express Corp,0.9510580756279514
112684,Public Expression for Serious Transportation,Public Service Electric & Gas Co,0.9510093059593897
104718,"Alabama Cruises, Inc.",Alabama National BanCorporation,0.9509801323358624
103132,JPMorgan Chase Bank,JPMorgan Chase & Co,0.950922942378923
116601,First Northern Bank,First Carolina Investors,0.9508791405369571
116134,Canadian Pork Council,Canadian Pacific Railway Ltd,0.9507481763801422
108076,Ocean Concervancy,Ocean Shore Holding Co,0.9507156275824661
111647,Western Watersheds Project,Western Forest Products Inc,0.9506442159131023
110871,Federal Acquisition Regulation,Federal Signal Corp.,0.950602224546671
121372,Johnson & Johnson PRD,Johnson & Johnson,0.9505958688871633
121183,Edelman Financial Services,Edelman Financial Group Inc,0.9504821107610731
115525,American Mortgage & Financial Services,American Mortgage Acceptance Co,0.9504330507410874
104632,Mississippi House of Representatives,Mississippi Power Co,0.9503986523779898
100902,"Southwest Credit Services, Inc.",Southwest Gas Holdings Inc,0.9503887819985418
124245,First Sale Coalition,First Montauk Financial Corp,0.950368787298501
101372,Midwest Organic & Sustainable Education Service,Midwest Air Group Inc,0.9503124525336029
109893,"Blue & Gold Fleet, L.P.",Blue Ridge Mountain Resources Inc,0.9502295993833765
110468,Irwin Financial Corporation,Irwin Financial Corp,0.9501163164491181
112033,Heritage Flight,Heritage Financial Group Inc,0.9500966368259465
116638,Canadian Airports Council,Canadian Royalties Inc,0.9500659967951438
107243,Thomas & Mack Co.,Thomas Group Inc,0.9499800506251145
3151,Southern California Pipe Trades Administrative Corporation,Southern California Gas Co,0.9499625398195771
112036,Heritage Foundation,Heritage Financial Group Inc,0.9499471599066563
115220,Wilmington Trail Club,Wilmington Capital Management Inc,0.9498845461563713
121488,Pacific Egg and Poultry Association,Pacific Green Technologies Inc,0.9498175932998248
113922,"Progressive Medical, Inc.",Progress Energy Resources Corp,0.9497722481201192
122697,"Kinder Mortgage, Inc",Kinder Morgan Energy Partners LP,0.9497329019488457
106571,Monsanto Imagine,Monsanto Co,0.949690835848569
114212,First National Bank of Bemidji,First National Bancshares Inc/SC,0.9496741976342409
102018,Marathon Pipe Line LLC,Marathon Oil Corp,0.949622117430714
112709,"Global Organic Specialty Source, Inc.",Global Payment Technologies Inc,0.9495519071175788
111873,Pacific Northwest Regional Council of Carpenters,Pacific Office Properties Trust Inc,0.949531401499397
119826,Pacific Northwest National Laboratory,Pacific Internet Ltd,0.9495305035935344
118003,Access Communications,Access National Corp,0.9494979139766195
3660,Air Canada Jazz,Air Canada,0.9494846316403286
106603,Gentry Trailways,Gentry Resources Ltd,0.949406418127016
112272,Sandy Springs Chapter Daughters of the American Revolution,Sandy Spring Bancorp Inc,0.949306910525661
112235,"Pharma Logistics, Ltd.",Pharmacyclics Inc,0.9491475054449974
109163,Golden Gate Audubon Society,Golden Eagle International Inc,0.9491456465226018
107901,Community Services,Community West Bancshares,0.9491356708568011
117011,"Green Seal, Inc.",Green St. Energy Inc,0.9490903260285003
100753,Environmental Protection Agency,Environmental Tectonics Corp,0.9490414934145295
278,Illinois and Oregon Attorneys General,Illinois Power Co,0.9490029048140162
114497,"Richards Lindsay & Martin, LLP",Richardson Electronics Ltd,0.9489487693924995
115432,Advanced Mortgage Corp.,Advanced Materials Group Inc,0.9489398341365951
2279,California Public Lands Council,California Pizza Kitchen Inc,0.9488955891851226
117108,High Desert Ecology,High Desert Gold Corp,0.9488668996829708
106713,"Interstate Logos, L.L.C.",Interstate Power & Light Co,0.9488376540804719
117044,"Devon Energy Production Company, L.P",Devon Energy Corp,0.9486802005674578
110991,Electronic Monastery,Electronic Tele-Communications Inc.,0.94864235341898
105441,Washington Arms Collectors,Washington Trust Bancorp Inc,0.9486025632057633
108313,Environmental Services MidAmerican Energy Holdings Company,Environmental Service Professionals Inc,0.9485916197231558
1150,Georgia Carry . Org,Georgia Bancshares Inc,0.9485828734644357
119930,First Savings Bank Northwest,First Trust Dividend and Income Fund,0.948558201699203
1153,Georgia Carry .org,Georgia Bancshares Inc,0.9485418593640115
104537,"California Commercial Asphalt, LLC",California Petroleum Transport Corp,0.9485110036780957
120824,Health Professionals,HealthSpring Inc,0.9484781130334727
112043,Golden State Mortgages,Golden State Water Co,0.9484692095580719
119915,First National Bank of Elmer,First National AlarmCap Income Fund,0.948446934867631
120032,First National JBank,First Commonwealth Financial Corp.,0.9484390615935707
120832,Health Proefssional,HealthSpring Inc,0.948335841599054
102365,El Paso Electrician's JATC,El Paso Corp,0.9482920913560499
122548,Global Aquaculture Alliance,Global Employment Holdings Inc,0.9482643713456249
120869,Meadowbrook farm,Metlife Inc.,0.9482610923718252
105806,Express Mortgage,ExpressJet Holdings Inc.,0.9482374073240155
108813,People's United Bank,People's United Financial Inc,0.9482362443347688
112853,"Express Land Title, LLC",Express Scripts Holding Co,0.9482249045876477
108889,New York Talk Magazine,New York Times Co,0.9482109838091566
114813,Medical Students for Social Responsibility,Medical Facilities Corp,0.9481659700348067
106731,Wolters Kluwer Health,Wolters Kluwer NV,0.9481249346073931
106479,State Street Corporation,State Street Corp,0.9481019835760625
104580,Golden State Bulb Growers,Golden Star Enterprises,0.9479987442335538
119823,Pacific Northwest Generating Cooperative,Pacific Internet Ltd,0.9479749976207842
108897,Lone Star Circle of Care,Lone Star Technologies Inc.,0.9479473104387821
111537,Family motor coaching,Family Room Entertainment Corp,0.9479259596545541
117810,Newmont Mining Corporation and Newmont USA Limited,Newmont Mining Corp of Canada Ltd,0.9478880619281833
121936,Dade Behring Inc,Dade Behring Holdings Inc,0.9478629448209187
121363,"Johnson & Johnson Pharmaceutical Research & Development, LLC",Johnson & Johnson,0.9478240081638712
122758,Archer Daniels Midland Company,Archer-Daniels-Midland Co,0.9477970574156442
115523,American Mortgage Corportion,American Mortgage Acceptance Co,0.9476048527329224
3059,North American Coal Corporation,North American Palladium Ltd.,0.9475914310374118
104918,Alabama Trail Riders,Alabama Aircraft Industries Inc,0.9475726853463157
120948,"American Municipal Power-Ohio, Inc.",American Municipal Income Portfolio Inc.,0.9475134468924259
104549,Independent Processing Service,Independent Nickel Corp,0.9474845081154324
122408,Perrigo Company,Perrigo Co Plc,0.9474843059103017
123713,Tidelands Bank,Tidelands Bancshares Inc,0.9474197532463065
123616,Parrish,Patrick Industries Inc,0.9473172207561008
121793,Healthcare Network Associates_IL,HealthShares Autoimmune-Inflammation ETF,0.9472784101946803
113293,Valero Enerrgy Corporation,Valero Energy Corp,0.9472665441429642
121177,Pharmaceutical Research and,Pharmaceutical Products Development Inc,0.94725889011465
111662,Western Watersheds Project.org,Western Forest Products Inc,0.9472163688025727
635,California Department of Water Resources,California Water Service Group,0.9471295775029863
102650,"California Family Health Council, Inc.",California Grapes International Inc,0.9471280529508003
120024,First United Security Bank,First United Corp,0.9471257574426333
107238,Georgia Cotton Commission,Georgia Carolina Bancshares,0.947110170200252
117752,Circle K Ranch,Circle Bancorp,0.947091855528798
119515,Cornerstone Farm,Cornerstone Total Return Fund Inc.,0.9469126932835339
108547,Charles Cole Memorial Hospital,Charles & Colvard Ltd,0.9469063718192413
106438,Pacific Maritime Association,Pacific Mercantile Bancorp,0.9468931081003117
106425,Pacific Merchant Shipping Association,Pacific Mercantile Bancorp,0.9468819954106481
122106,Pinnacle Home Mortgage,Pinnacle Data Systems Inc.,0.9468431261723224
116553,North American Society for Cardiovascular Imaging,North American Scientific Inc,0.946837741121778
102926,Florida House of Representative,Florida Power & Light Co,0.9467279867613069
114226,First National Bank South Dakota,First National Bancshares Inc/SC,0.9467177745903205
112496,Cleveland Ohio Area Local,Cleveland BioLabs Inc,0.9467048396199361
120440,"Electro-Motive Diesel, Inc.",Electro-Sensors Inc,0.9466678780077674
147,Federal Home Loan Bank of Dallas,Federal Home Loan Mortgage Corp,0.9466533397844558
615,California Veterans,California Water Service Group,0.9466260569541817
2833,Electronic Privacy Information Center,Electronic Control Security,0.9466057749041529
4160,Washington State Department of Labor & Industries,Washington Real Estate Investment Trust,0.9465841211458468
111667,Western Waterproofing,Western Forest Products Inc,0.9465813273703447
123921,General Distributing Co.,General Electric Capital Corp,0.9464418948174507
113946,Connecticut Tree Protective Association,Collectors Universe Inc,0.946438522585924
100694,Pacific NW Rep,PacificNet Inc,0.9463998005241419
119538,Atmos Energy Corporation,Atmos Energy Corp,0.9463528237160165
104519,California Partnership,California Petroleum Transport Corp,0.9462867841960836
109275,Illinois Manufacturers' Association,Illinois Tool Works Inc.,0.9462754265033492
111263,"Harris Teeter, Inc.",Harris Teeter Supermarkets Inc,0.9462006958803388
115826,Progressive Women's Spiritual Council,Progressive Waste Solutions Ltd,0.9461984860476845
117327,Medical Management Billing Group,Medical Makeover Corp Of America,0.9461742341068421
116826,Capital City Bank,Capital City Bank Group,0.946144786404262
121093,Golden State Home Loans,Golden Star Resources Ltd.,0.9461288669847077
118943,Tapestry Health,Tapestry Pharmaceuticals Inc,0.9461243261352508
1948,Independent Pilots Association,Independent Bank Corp.,0.9460887679118973
120925,Balchem Corporation,Balchem Corp,0.9460630530304122
104541,Independent Living Center of Southern California,Independent Nickel Corp,0.9460207477847393
116529,Diversified Capital Funding,Diversified Income Trust II,0.9459993137832998
122714,"Pioneer Financial, LLC",Pioneer Municipal High Income Trust,0.9459336417548957
116296,Healthcare Association of New York State,HealthShares Respiratory/Pulmonary ETF,0.945853042354438
3615,Colorado Sheet Metal Workers JATC,Colorado Interstate Gas Co,0.945816840372136
106667,New York Health System,New York Health Care Inc,0.9457893814696235
117908,Hancock County Highway Department,Hancock (John) Income Securities Trust,0.945784679593821
115011,Central Jersey Competion Riders,Central Jersey Bancorp,0.9457608281095883
112861,Main Street Project,Main Street Capital Corp,0.9457506483851504
124169,Polarity Center of Salem,PolarityTE Inc,0.9456837484233847
119456,"Phoenix Land & Title Company, LLC",Phoenix Footwear Group Inc.,0.9456693364615618
120650,Health Professional,HealthSpring Inc,0.9455571973625557
108528,Community Health Center Association of CT,Community Health Systems Inc,0.9455229181484522
104911,Alabama Coal Association,Alabama Aircraft Industries Inc,0.9455190068751894
115069,Great American Insurance Company,Great American Financial Resources Inc.,0.945477893858134
100411,Chicago Committee to,Chicago Rivet & Machine Co.,0.9454485257762228
115234,First Capital Mortgage,First Acceptance Corp,0.9454270323531038
118990,"Global Rapids, LLC",Global Aviation Holdings Inc,0.9454053098583228
113029,"Employer Lynx, Inc",Employers Holdings Inc,0.9453796257833753
119331,"Industrial Health & Safety Consultants, Inc.",Industrias Bachoco SAB De CV,0.9453009615639764
120379,Union Tank Car Company,Union Tank Car Co,0.9452921353983476
123612,Coastal Eye Group,Coastal Energy Co,0.9452569694024676
105810,"Express Mortgage,LLC",ExpressJet Holdings Inc.,0.9452353592831182
1149,Georgia Carry org,Georgia Bancshares Inc,0.9452021793679456
119032,Providence Health & Services,Providence Resources Corp,0.9451636731557048
112274,Sandy springs Chapter Daughters of the American Revolution,Sandy Spring Bancorp Inc,0.9451164935262382
118998,Advanced,Advanced Oxygen Technology,0.9450262926099379
114243,First National Bank of Morgan,First National Bancshares Inc/SC,0.9450261286741465
100838,Northeast Charter Boat Captains Association,Northeast Bancorp,0.9449301163836382
1132,Georgia Carry. org,Georgia Bancshares Inc,0.944922185114661
100766,Environmental & Safety Consultants,Environmental Tectonics Corp,0.9449185367162305
101141,Great Lakes Home Mortgage,Great Lakes Aviation Ltd,0.9448731258451987
118010,"Access Capital Group, Inc.",Access National Corp,0.9448408799040269
109188,Far West Industries,Far West Mining Ltd,0.9447936694834507
120027,First United Mortgage,First United Corp,0.9447302020296232
116048,Jacobs Engineering,Jacobs Engineering Group Inc.,0.9447252822037101
119782,Rochester MN Franciscans,Rochester Medical Corp,0.9446338851160638
117423,Republican Party,Republic Property Trust,0.9445614285048266
109936,Atlantic Bulk Carrier Corp.,Atlantic Coast Financial Corp,0.944409246355048
111379,Pacific Mortgage Planning,Pacific CMA Inc,0.9443691086095187
95,Union Pacific Railroad,Union Pacific Corp,0.9443143280996743
112468,Community First Bank,Community Valley Bancorp,0.9442743825663477
4210,Washington State Department Natural Resources,Washington Real Estate Investment Trust,0.9442689810288067
122573,1st National Bank of Scotia,1st Pacific Bancorp,0.9441735006795111
114829,Tennessee Eastman Hiking and Canoeing Club,Tennessee Commerce Bancorp,0.9441710161739916
106783,Consumer Bankers Association,Consumers Bancorp Inc,0.9441556649993189
112613,Humboldt Community Christian School,Humboldt Capital Corp,0.9441338804551176
103116,Occidental Chemical Corporation,Occidental Petroleum Corp,0.9440892624975837
675,California Department of Health Care Services,California Water Service Group,0.9440378710273007
123100,Pioneer Financial Services,Pioneer Municipal and Equity Income Trust,0.944004387001432
102990,"Southeastern Cotton Ginners Association, Inc.",Southeastern Bank Financial Corp,0.9439965335631144
113071,Kentucky Department of Agriculture,Kentucky First Federal Bancorp,0.9439946801488981
113993,Eastern Upper Peninsula Transportation Authority,Eastern Insurance Holdings Inc,0.9439650218954443
107826,Environmental Integrity Project,Environmental Power Corp,0.9439319722993624
119658,Pacific Harbor Line,Pacific Paradym Energy Inc,0.9439020060335676
104576,Golden State Trikes,Golden Star Enterprises,0.9439013644848141
117486,North American Security Products Organization,North American Tungsten Corp Ltd,0.9438996058109261
123526,Electronic Letter,Electronic Game Card Inc,0.9438407448751786
121813,"Pinnacle-West Landscape Management, Inc.",Pinnacle West Capital Corp,0.9438169953653629
118435,Pacific States,Pacific Stratus Energy Ltd,0.9438105108438348
104296,Greater Rome Society of Human Resource Mgt.,Greater Community Bancorp,0.9437991360314669
114154,First Security Mortgage,First Security Group Inc,0.9437597965073695
123102,"Innovative Credit Services, Inc.",Innovative Software Technologies Inc,0.9437401220564262
103497,Northeast Community Clinic_CA,Northeast Community Bancorp Inc,0.9436894471781007
111658,westernwatersheds project,Western Forest Products Inc,0.9435924088946758
123569,Ingle Mortgage,Ingles Markets Inc,0.9435719888013907
631,California State University Fresno,California Water Service Group,0.9435694726913001
103513,Western North Carolina Alliance,Western Coal Corp,0.9435400291447645
100130,People's Law Center,People Corp,0.9435203653515681
124197,Abbott Northwestern Hospital,Abbott Laboratories,0.9435128593429557
122654,"Continental Agency, Inc.",Continental Resources Inc,0.9435115398228875
101641,Pennsylvania Farm Bureau,Pennsylvania Real Estate Investment Trust,0.9434838668328784
110211,Quaker City Motor Parts,Quaker Chemical Corp,0.9434165191479099
139,Federal Home Loan Bank of Des Moines,Federal Home Loan Mortgage Corp,0.9433948748823288
115708,Imperial Beach Health Center,Imperial Brands PLC,0.9433683881711973
101138,Great Lakes Hemophilia Foundation,Great Lakes Aviation Ltd,0.9433185447703253
110172,"Michael Baker Jr., Inc.",Michael Baker Corp,0.9432980522991407
118135,Atlanta Audubon Society,Atlanta Gold Inc,0.9432844799636385
120836,Health Professiona,HealthSpring Inc,0.9432657840190858
3154,Southern California,Southern California Gas Co,0.9432608088341405
112859,Main Street Pediatrics PC,Main Street Capital Corp,0.94322325904976
102400,Japan Airlines International,Japan Airlines Co Ltd,0.9432217517559917
117152,Adams Electric Cooperative Incorporated,Adams Golf Inc.,0.9431874274897171
108849,Kansas City CMDA,Kansas City Southern,0.9431860650215392
122432,First Financial Mortgage,First Financial Corp,0.9431856245363875
113148,Louisiana Association of Business and Industry,Louisiana Bancorp Inc,0.9431269728376664
108305,Environmental Resources Branch,Environmental Service Professionals Inc,0.943126062483242
118427,Northwest Bank,Northwest Biotherapeutics Inc,0.943108921040443
108808,"Talecris Biotherapeutics, Inc.",Talecris Biotherapeutics Holdings Corp,0.9430741866228303
120332,"Deer Valley Homebuilders, Inc.",Deer Valley Corp,0.9429374239404835
113725,Stratford Library Association,StarTek Inc,0.9429035345529198
114139,"First Student, Inc.",First Security Group Inc,0.9428285473207928
4171,Washington State Department of Health,Washington Real Estate Investment Trust,0.9428086425413971
120175,Marathon Petroleum,Marathon PGM Corp,0.9427820947845411
105279,Charles Freihofer Baking,Charles River Laboratories International Inc,0.9427529608998766
111929,Central Valley Law Group LLP,Central Virginia Bankshares Inc,0.9427162294129157
114937,Pacific Basin Agricultural Research Center,Pacific Asia Petroleum Inc,0.9427120969061997
115343,"New Horizons Foundation, Inc.",New Horizons Worldwide Inc,0.942470142850148
123959,Protective Order Project,Protective Life Corp,0.9424640445290515
104322,Greater Pittsburgh Home Equity,Greater Community Bancorp,0.9424505463405705
111936,"Central Virginia Health Services, Inc.",Central Virginia Bankshares Inc,0.9424056132031035
121170,Pharmaceutical Printed Literature Associ,Pharmaceutical Products Development Inc,0.9422382300977847
111128,Pacific Lending & Realty Inc,Pacific Sunwear of California Inc,0.9421753127605164
107866,"Environmental Holdings Group, LLC",Environmental Power Corp,0.9421720686399476
113199,Western Range Association,Western Asset Corporate Loan Fund Inc,0.9421532501652847
120879,Environmenta Defense and Sierra Club,Environmental Energy Service,0.9421007402318204
114000,Eastern Kentucky University Student,Eastern Insurance Holdings Inc,0.9420316030749812
119831,Pacific Rim Conservation,Pacific Booker Minerals Inc,0.9420063440704576
107260,"New York and New Jersey Foreign Freight Forwarders and Brokers Association, Inc.",New York St Elec & Gas Corp,0.9419808306000447
122075,First American Title,First American Scientific Corp,0.9419684824988733
108078,ocean conservancy,Ocean Shore Holding Co,0.9419271080167074
122502,Cooper River Mortgage LLC,Copper Mesa Mining Corp,0.9419198767916941
4212,Washington State Department of Agriculturemment,Washington Real Estate Investment Trust,0.9419132473123571
109874,Pacific Rivers Council,Pacific Northern Gas Ltd,0.9419125703359199
120,Federal Home Loan Bank of New York,Federal Home Loan Mortgage Corp,0.9418725191785481
106439,Pacific Riviera Mortgage,Pacific Mercantile Bancorp,0.9418641572214712
115557,"Blue Ridge Mortgage Services, LLC",Blue Ridge Real Estate Co,0.9418577836178995
114962,NORTH AMERICAN HUNTING CLUB,North American Nickel Inc,0.9418156099596086
109867,Pacific Seaboard Group,Pacific Northern Gas Ltd,0.9417737916136966
111041,Educational Services of America,Education Management Corp,0.9417188361585719
105649,Partnership for the Homeless,Partner Communications Co Ltd,0.9416844670243951
117445,Southwest Coaches Inc,Southwest Casino Corp,0.9416362015438047
106838,American Financial Services Association,American Financial Group Inc,0.9416314180678973
123489,Putnam County HomeCare & Hospice,Putnam High Yield Trust,0.9415822179393041
119516,"Applied Technology, Inc.",Applied Signal Technology Inc,0.9414979898563812
119192,Crystal Eighmy,Crystal International Travel Group Inc,0.9414958000988077
116916,Toshiba Corporation,Toshiba Corp,0.9414720279494462
106130,Fidelity Exploration & Production Company,Fidelity Nasdaq Composite Index Tracking Stock,0.9414579491379106
119347,"Catalytic Generators, LLC",Catalytica Energy Systems Inc,0.9414429817766913
101675,Columbia Basin Development League,Columbia  Bancorp,0.9413841334757631
2834,electronic frontier foundation,Electronic Control Security,0.9413726206455082
119762,Allied Building Products Corp.,Allied Holdings Inc.,0.9412815710890172
115355,First Heritage Mortgage,First Bauxite Corp,0.9412478608245278
106596,First National Bank,First Community Bank Corp of America,0.9412240877855332
113335,Medicaid Matters New York,Medical Staffing Network Holdings Inc.,0.941161824448132
102774,Sereno Vista Vineyards,ServiceSource International Inc,0.9411322795894322
114764,Medical Society of New Jersey,Medical Facilities Corp,0.9410844748596721
122504,Cooper River Mortgage,Copper Mesa Mining Corp,0.941037979272068
114729,Rocky Mountain Region,Rocky Mountain Minerals Inc,0.9409380008195405
123911,Pharmion Corporation,Pharmion Corp,0.9409141129346332
101017,Federal Trade Commission Bureau of Economics,Federal Realty Investment Trust,0.9408516741422634
100883,"Williams & Sons Masonry, Inc",Williams Cos Inc.,0.9408516651998096
114297,Community Bank of Rowan,Community Central Bank Corp.,0.940847001667497
107867,Environmental and Public Interest Groups,Environmental Power Corp,0.9408238371564223
102716,Patriot Bank,Patriot Risk Management Inc,0.9408142847190575
122352,Investors Title Insurance Company,Investors Title Co,0.9407457983561763
109266,Illinois Corn Growers Association,Illinois Tool Works Inc.,0.9407398754082914
106495,Capital City Fire Rescue,Capital Corp of the West,0.9407234359279241
118249,connecticut arborists inc,Connecticut Bank & Trust Co/NE,0.940711506184222
114078,Silver State Coach Trailways,Silver State Bancorp,0.9406651421584781
102987,Southeastern Oklahoma State University,Southeastern Bank Financial Corp,0.9406627484931207
112716,Student Worker Coalition for Justice,Student Loan Corp,0.9406261419032057
114050,First Data Bank,First Data Corp.,0.9405862429054522
117326,Medical Management Options,Medical Makeover Corp Of America,0.9405138808990604
115284,First Capital Bank,First Capital Realty Inc,0.9404362433204178
102362,"El Paso E&P Company, L.P.",El Paso Corp,0.9404182560575023
115745,First Mortgage Company,First Trust Tax-Advantaged Preferred Income Fund,0.9403938489193422
194,Illinois Stewardship Alliance,Illinois Power Co,0.9403895057369246
111108,Oceanic Society,Oceanic Iron Ore Corp,0.9402813966936564
105272,Charles S. Aspinwall J.D. LLC,Charles River Laboratories International Inc,0.9402789398570942
102197,Environmental Investigation Agency,Environmental Credits Ltd,0.940246996134145
100344,Columbus Circle Acupuncture Clinic,Columbus Southern Power Corp,0.9402300029286983
111810,"Florida Crown Workforce Board, Inc.",Florida Rock Industries Inc,0.9401941621154186
101128,Great Lakes Pilots,Great Lakes Aviation Ltd,0.9401130166063547
114270,Columbia Basin Health Association_Alvarez,Columbia Property Trust Inc,0.9401099666136993
1160,Georgia Carry.org,Georgia Bancshares Inc,0.9400710520885455
100137,People's Medical Soceity,People Corp,0.9400416322969684
108504,Community Health Law Project,Community Health Systems Inc,0.9400170372330082
118,Federal Home Loan Bank of San Francisco,Federal Home Loan Mortgage Corp,0.9399896314676373
114218,First National Bank of Bastrop,First National Bancshares Inc/SC,0.9399708455074385
121888,Western States Center,Western Asset Municipal Partners Fund Inc,0.9399530351739371
114527,Community Health Councils,Community Bancorp/NV,0.9399457844130037
102544,Alliance for Retired Americans,Alliance Data Systems Corp,0.9399420277284247
1187,AIR FRANCE,Air France - KLM,0.9399403895601647
116548,North American Bus Industries,North American Scientific Inc,0.9399269130970184
1162,Georgia Carry.Org,Georgia Bancshares Inc,0.9399181115028831
107804,Environmental Health Network,Environmental Power Corp,0.9398295474206616
791,"American Electronics, Inc.",American Electric Power Co Inc,0.9397464858164809
106597,First National Bank Mortgage,First Community Bank Corp of America,0.9397385304894144
118007,Access Northern California,Access National Corp,0.939735534774887
101370,Midwest Motorcoach,Midwest Air Group Inc,0.9396926892829882
119836,"Pacific Botanicals, LLC",Pacific Booker Minerals Inc,0.939629213990751
106687,Oklahoma Grain and Feed Association,Oklahoma Gas & Electric Co,0.9396000804287634
115748,First Mortgage Resource,First Trust Tax-Advantaged Preferred Income Fund,0.9395710646022802
117057,Independent Petroleum Association,Independent Bank Corp,0.9395104222410828
112030,"Heritage Financial Services of Okeechobee, Inc.",Heritage Financial Group Inc,0.9394703335371375
111935,"Central Virginia Health Services, Inc",Central Virginia Bankshares Inc,0.939412705214607
