query_string,candidate_string,match
Vectren Corporation,Vectren Energy Services Corporation,
Xcel Energy Inc.,Xcel Energy Retail Holdings Inc.,
Capital Power Corporation,C-Free Power Corp.,0.0
Wayne,Wayne Bank,0.0
Eastman Chemical Company,Eastman Chemical Financial Corporation,
Renewable Energy Systems Americas Inc.,Renewable Energy Systems Canada Inc.,
Duke Energy,Duke Energy Capital Trust III,
C. P.,C.P.I. Equipment Ltd.,0.0
Federal,Federal Signal Corporation,0.0
signature.,Signature Credit Corp.,0.0
Dynegy Inc.,Dynegy Finance II Inc.,
Waste Management,"Waste Management of Kansas, Inc.",
National Energy,"National Energy Exchange, Inc.",
Xcel Energy Inc.,Xcel Energy WYCO Inc.,
American Petroleum Institute,American Petroleum Corporation,
Tri-County EMC,Tri-County Bank,
Pennsylvania State Senate,Pennsylvania State University,0.0
Generation,"Generation Health, Inc.",0.0
"President, Energy Recovery Council",President Energy Plc,0.0
GE Hitachi Nuclear Energy,GE-Hitachi Nuclear Energy Americas LLC,
Weyerhaeuser Company,Weyerhaeuser Co.,1.0
Natural Resources,Natural Resources Gas Limited,
Sempra Energy,Sempra Energy Utilities,
Arielle,Arielle Corp,
NextEra Energy,"NextEra Energy Partners, LP",
Manitoba Hydro,Manitoba Hydro International Ltd.,
Marathon Petroleum Company LP,"Marathon Petroleum Cap Bon, Ltd.",
Duke Energy,"Duke Energy Lee II, LLC",
Southern Company,Southern Company Capital Trust V,
Thomas Cravey,Thomas Lee,0.0
Windsor,Windsor Canada Utilities Ltd.,0.0
Alcoa Inc.,"Alcoa Fuels, Inc.",
"Exploration, Inc.",Goldmin Exploration Inc.,
Business Development,Business Layers,0.0
Westar Energy,"Westar Energy, Inc.",1.0
Pace Energy,Pace Ltd.,
High Plains Power,"High Plains Gas, Inc.",
"Exploration, Inc.","Ricks Exploration, Inc.",
"Transmission Cooperative, Inc.","Southwest Transmission Cooperative, Inc.",
Ontonagon	 County Rural Electric Association,Ontonagon County Rural Electrification Association Inc,1.0
Google Inc.,Google X,
Berland,Berland Exploration Ltd.,
Gulf Coast Lignite Coalition,"Gulf Coast Manufacturing, L.L.C.",
Waste Management,"Waste Management Of Oklahoma, Inc.",
Invenergy LLC,Invenergy Solar Development LLC,
South Carolina residents,South Carolina Federal Corp,0.0
San Pedro,"San Pedro Trails, Inc.",
"Exploration, Inc.",Oil Exploration Inc,
Better Homes and Gardens Real Estate Ð All Seasons,Better Homes & Gardens Magazine,
"Central Valley Electric Cooperative, Inc.","Central Electric Cooperative, Inc.",0.0
"TransAlta Centralia Generation, LLC",TransAlta Centralia Mining LLC,
Marathon Petroleum Company,Marathon Petroleum Holdings LLC,
Waste Management Department,"Waste Management Of Arizona, Inc.",0.0
National Grid,National Grid-Syracuse,
MSN,MSN eShop,
LS Power Group,LS Power Corp.,
Waste Management,"Waste Management of Nebraska, Inc.",
Waste Management,"Waste Management Of South Carolina, Inc.",
Hunter R.,"Hunter Ridge, Inc.",0.0
J. D.,J.D. Gas Inc.,
PSEG Nuclear,PSEG Nuclear LLC,1.0
Jeff,Jeff Bank,0.0
Environmental Management Policy,Environmental Management Corporation,0.0
Robert J. Klee,Robert J Greene Inc,0.0
Duke Energy,Duke Energy Murray Llc,
Central Electric Cooperative,"Central Electric Power Cooperative, Inc.",
America's Power.,"America's Best Homes, Inc.",0.0
Dynegy Inc.,"Dynegy Canada, Inc.",
Powder River Energy Corporation for T. C. Byrne,Powder River Coal Corp.,
First Wind,First Company,
Shirley,"Shirley Wind, LLC",
"Xcel Energy, Inc.",Xcel Energy Services Inc.,
"Xcel Energy, Inc.",Xcel Energy Communications Group Inc.,
"Caterpillar, Inc.","Caterpillar Industrial, Inc.",
Nucor Steel - Arkansas,"Nucor Steel Auburn, Inc.",
Berkshire Hathaway Energy,Berkshire Hathaway Inc.,
LG&E,Lg&E Power Services Inc,
"University of Virginia, and Chairman",University of Virginia/HealthSouth L.L.C.,
United Power,"United Power Solar, Inc",
Energy,Energy Farm Inc.,0.0
Xcel Energy,Xcel Energy WYCO Inc.,
"President and CEO, Midcontinent Independent System Operator, Inc.","Midcontinent Independent System Operator, Inc.",1.0
"Midwest Energy, Inc.",Midwest Energy Cooperative,
Gibson,Gibson Finance Ltd,
Houston,Houston Methodist,0.0
National Association of REALTORS,"National Association of Real Estate Appraisers, Inc.",
"Exploration, Inc.","CGAS Exploration, Inc.",
New York,"New York MDS, Inc.",0.0
Duke Energy,"Duke Energy Zimmer, LLC",
El Paso,El Paso Times,0.0
Luke,Luke Energy Ltd.,0.0
Venado Oil & Gas,"Venado Oil & Gas, LLC",1.0
Vectren Corporation,"Vectren Capital, Corp.",
Jack W. Simmons,Jack W Grigsby,0.0
The North America Coal Corporation (NA Coal) et al.,The North American Coal Corporation,1.0
FirstEnergy,FirstEnergy Corp.,1.0
"Energy Resources, Clark Public Utilities",Energy Resources Corp.,0.0
PNGC Power,"PNGC Power, Inc.",1.0
Entergy Corporation,"Entergy Corporation ; EL Investment Company, LLC",1.0
Alcoa Inc.,Alcoa Trust I,
"General Manager, East River Electric Power Cooperative Inc.","East River Electric Power Cooperative, Inc.",1.0
Arizona Public Service,Arizona Public Service Co.,1.0
"NRG Energy, Inc.",NRG Energy Holdings Inc.,
Gulf Power Company,Gulf Power Capital Trust II,
"President/CEO, Marshall County Rural Electric Membership Corporation",Marshall County Rural Electric Membership Corporation,1.0
Waste Management,Waste Management Of Nevada Inc.,
North Carolina,North Carolina Gas Service,0.0
"Exploration, Inc.",Redcliffe Exploration Inc.,
Inc.,Inc.Jet Inc.,0.0
Waste Management,"Waste Management, Inc. of Tennessee",
"Sterling Planet, Inc.","Sterling Re, Inc.",
LLC et al.,"ET, LLC",0.0
NRG Energy,NRG Energy Holdings Inc.,
American Medical Association,American Medical Elctrncs,0.0
"High Plains Power, Inc.","High Plains Wind Power, Llc",
"CEO and Co-Founder, UPower Technologies, Inc.","C & C Technologies, Inc.",0.0
National Rural ElectricCooperative Association,National Rural Electric Cooperative Association,1.0
Arch Coal,"Arch Coal Terminal, Inc.",
Electric Membership Corporation,Canoochee Electric Membership Corporation,
"Exploration, Inc.",Ross Exploration Inc.,
Energy Alliance,"Alliance Energy, Inc.",0.0
"Exploration, Inc.",KAT Exploration Inc.,
American Energy Alliance,"American Energy, Inc.",
"The Laclede Group, Inc.","The Bell Group, Inc.",0.0
Oregon Rural Electric Cooperative Association,"Butler Rural Electric Cooperative Association, Inc.",0.0
"Exploration, Inc.","DBP Exploration, Inc.",
Nucor Steel - Arkansas,Nucor Steel Utah,
Rayle Electric Membership Corporation,Cobb Electric Membership Corporation,0.0
Rayle Electric Membership Corporation,Central Electric Membership Corporation,0.0
Waste Management,"Waste Management Holdings, Inc.",
"Western Colorado Congress (WCC),",Western Colorado Bank,0.0
"President/CEO, Diverse Power Incorporated",Diverse Power Incorporated,1.0
B. and D. Long,"B&D Chemical Services, L.L.C.",0.0
"Marathon Petroleum Company, LP","Marathon Petroleum Gebel El Zeit, Ltd.",
"CEO, Arkansas Electronic Cooperative Corporation",Arkansas Electric Cooperative Corporation,1.0
Sawnee Electric Membership Corporation,Valley Electric Membership Corporation,
"Exploration, Inc.",Temple Exploration Inc.,
Rural Electric Membership Corporation,Western Indiana Energy Rural Electric Membership Corporation,
"Safety, Southern Illinois Power Cooperative",Southern Illinois Power Cooperative Inc.,
MidAmerican Energy Company,Midamerican Energy Financing II,
"Wartsila North America, Inc.","LMA North America, Inc.",0.0
Marathon Petroleum Company,"Marathon Petroleum Salmagundi, Ltd.",
Jackson,"Jackson HMA, LLC",
Electric Membership Corporation,The Satilla Rural Electric Membership Corporation,
Duck River Electric Membership Corporation,Lumbee River Electric Membership Corporation,0.0
"Health Director, Ohio Valley Electric Corporation (OVEC) and Indiana-Kentucky Electric Corporation",Ohio Valley Electric Corporation,1.0
Compliance,Compliance Coach Inc.,0.0
Northwestern Energy Corporation,Northwestern Corporation,
Puget Sound Energy,Puget Sound Energy Capital Trust I,
"Research & Development, CONSOL Energy Inc.","Development & Research, Inc.",0.0
Flint Electric Membership Corporation,Gibson Electric Membership Corporation,
"the Central Electric Power Cooperative, Inc.","N. W. Electric Power Cooperative, Inc.",
"Better Homes and Gardens Real Estate Ð All Seasons, MN Properties Plus LLC",Better Homes and Gardens Real Estate First Realty Group,
Lockheed Martin et al.,Lockheed Martin Corporation,1.0
"President and CEO, et al, Whitewater Valley Rural Electric Membership Corporation",Whitewater Valley Rural Electric Membership Corp,
Rio Grande Foundation,Rio Grande Inc,
Terre Haute,"Terre Haute Hospital Gp, Inc.",0.0
L. and R. Stettler,"L&R Benefits, LLC",0.0
NextEra Energy,"NextEra Energy Resources, LLC",
"Subsidiaries Tucson Electric Power Company, UNS Electric",Tucson Electric Power Company,
Rural Electric Membership Corporation,Kankakee Valley Rural Electric Membership Corporation,
"Marathon Petroleum Company, LP",Marathon Petroleum Corporation,
Nuclear Fuel Engineer,Nuclear Fuel Holding Co. Inc.,
Dave,Dave's World,0.0
"Energy Markets & Environmental Services, Alliant Energy Corporate Services","Energy & Environmental Services, Inc.",
Environmental Protection Division,"Environmental Protection Associates, Inc.",
Electric Corporation,Newport Electric Corporation,
"Media, Director, Murray Energy Corporation",Murray Energy Corporation,
Energy,"Energy, Inc.",
Consumers Energy Company,Consumers Energy Cooperative,
"Alstom Power, Inc.",Alstom Power Canada Inc.,
Center,"Center'd, Corporation",0.0
Electric Power Supply Association,Dixie Electric Power Association,0.0
"PSEG Nuclear, LLC",PSEG Power LLC,
"Licking Rural Electrifications, Inc.",Licking Rural Electrification Inc,1.0
"Energy Markets & Environmental Services, Alliant Energy Corporate Services",Energy & Environmental Services Inc.,
"Brazos Electric Power Cooperative, Inc.","N. W. Electric Power Cooperative, Inc.",
The Ohio Energy Group,The Energy Group,
Emera Energy Inc.,"Emera Energy Services, Inc.",
Clean Air Council,"Clean Air, Inc.",0.0
Calpine Corporation,Calpine Fox LLC,
Rural Electric Membership Corporation,United Rural Electric Membership Corporation,0.0
"President and CEO, Jackson Electric Membership Corporation",Jackson Electric Membership Corporation,
"E-Renewables, LLC","ESA Renewables, LLC",0.0
Old Dominion Electric Cooperative (ODEC) and the Virginia,Old Dominion Electric Cooperative,1.0
Southeastern Indiana REMC,"Southeastern Indiana Dialysis, LLC",0.0
"North Central Electric Cooperative, Inc.","North Central Electric Cooperative, Incorporated",1.0
Central Electric Cooperative,"Central Electric Cooperative, Inc.",1.0
"Arizona Electric Power Cooperative, Inc.",Central Electric Power Cooperative Inc.,0.0
Development,"Development Tech, Inc.",0.0
Waste Management,"Waste Management of Georgia, Inc.",
Business Development,Business Development Corporation of South Carolina,0.0
Xcel Energy Inc.,"Xcel Energy Argentina, Inc.",
Alaska Power Association,Alaska Power & Telephone Company,
People's Energy Cooperative,People's Electric Cooperative,
"Xcel Energy, Inc.",Xcel Energy Ventures Inc.,
"Xcel Energy, Inc.",Xcel Energy - Pingp,
EverPower Wind Holdings,"EverPower Wind Holdings, Inc.",1.0
D. B. Riochman,"D.B.R., Inc.",
Xcel Energy,"Xcel Energy Argentina, Inc.",
K. and B. Hansen,"K&B, Inc.",
Nuclear Fuel Engineer,"Nuclear Fuel Services, Inc.",0.0
Consumers Energy Company,Consumers Energy Company Financing VI,
"Mark Batman, President/CEO, Marshall County Rural Electric Membership Corporation",Marshall County Rural Electric Membership Corporation,
Northern Indian Public Service  Company,"Northern Indiana Public Service Company, Inc.",1.0
IDEAS For Us,Ideas for Medicine Inc.,0.0
Duke Energy,Duke Energy LLC,1.0
Marathon Petroleum Company,Marathon Petroleum Corporation,
National Grid,National Grid plc,1.0
Central Hudson Gas,Central Hudson Gas & Electric Corp.,
Waste Management,"Waste Management of Wyoming, Inc.",
South Mississippi Electric Power Association,Southwest Mississippi Electric Power Association,0.0
Alliance Coal,"Alliance Coal, LLC",1.0
Environmental Control,"Environmental Control Co.,Inc.",
"CEO, Central Wisconsin Electric Cooperative",Central Wisconsin Electric Cooperative,
Duke Energy,"Duke Energy Carolinas, LLC",
Duke Energy,"Duke Energy Ohio, Inc.",
Energy Storage Association,Energy Storage and Power LLC.,0.0
Waste Management,"Waste Management of Ohio, Inc.",
Waste Management,"Waste Management of Idaho, Inc.",
D. and L. Fletcher,D&L Development Llc,0.0
Capital Power Corporation,Capital Power Limited Partnership,
Technology,"Technology Resources, Inc.",0.0
Southern Company,"Southern Felt Company, Inc.",0.0
"Southwest Power Pool, Inc","Southwest Power, Inc.",
"Director of Regulatory Affairs, Southern California Public Power Authority",Southern California Public Power Authority,
Ameresco,"Ameresco, Inc.",1.0
"Arch Coal, Inc.","Arch Coal Terminal, Inc.",
Ohio Valley Electric Corporation (OVEC) and Indiana-Kentucky Electric Corporation,Kuhlman Electric Corporation,0.0
Black Hills Corporation,Black Hills Power Inc.,
Capital Power Corporation,Capital Power Operations Inc.,
Covanta Energy,"Covanta Energy, LLC",1.0
Waste Management,Waste Management Inc. Of Florida,
Northern Neck Electric Cooperative,"Northern Virginia Electric Cooperative, Inc.",
Buckeye Power,"Buckeye Power, Inc.",1.0
H. M.,H.M.S.S. Inc.,0.0
"Benton County Judge, Benton County","Benton County Foods, LLC",0.0
Central Electric Cooperative,"Central Rural Electric Cooperative, Inc.",
"President/CEO, Meade County Rural Electric Cooperative Corporation",Pennyrile Rural Electric Cooperative Corporation,
"North Central Electric Cooperative, Inc.","North Central Missouri Electric Cooperative, Inc.",0.0
"Brooks Run Mining Company, LLC","Brooks Run South Mining, LLC",
"Midcontinent Independent System Operator, Inc.","New York Independent System Operator, Inc.",0.0
Industry,Industry.Net Inc.,0.0
Citizens National Bank,Citizens National Bank Of Elkins,
"Exploration, Inc.","Trend Exploration, Inc.",0.0
National Grid,National Grid Investments 2 Limited,
Nucor Steel - Arkansas,"Nucor Steel Seattle, Inc.",
Marathon Petroleum Company,"Marathon Petroleum Hibernia, Ltd.",
Calpine Corporation et al.,Calpine Cogeneration Corporation,
Gulf Power Company,Gulf Power Capital Trust III,
DTE Energy,DTE Energy Supply,
West Coast,West Coast Power LLC,0.0
D. and B. Shively,"D&B Group, Ltd.",0.0
Covanta Energy,Covanta Energy Marketing LLC,
Exelon Corporation,Exelon Xchange Corporation,
"Alstom Power, Inc.","ALSTOM Power Conversion, Inc.",
Corporate Office,"Corporate Office Centers, Inc.",0.0
Otter Tail Power Company,Otter Tail Corporation,
Howard,"Howard-GM, Inc.",0.0
Entergy Corporation,Entergy Power Marketing Corporation,
Arkansas Electronic Cooperative Corporation,Arkansas Valley Electric Cooperative Corporation,0.0
Arkansas Electric Cooperative Corporation,Southwest Arkansas Electric Cooperative Corporation,0.0
Entergy Corporation,Entergy Security Corporation,0.0
John Middleton,John Middleton Co.,0.0
"Midwest Electric, Inc.","Midwest Electric Power, Inc.",0.0
Powder River Energy Corporation,Powder River Coal Corp.,0.0
Arkansas Electric Cooperatives Corporation,Arkansas Valley Electric Cooperative Corporation,0.0
Power Supply Resources,"Power Supply, Inc.",0.0
Southern Power District,Southern Power Company,0.0
Electric Corporation,Electric Boat Corporation,0.0
Xcel Energy Inc.,Xcel Energy - Pingp,0.0
Tri-County Electric Cooperative Association,Tri-County Rural Electric Cooperative Inc.,0.0
Sempra Energy,Sempra Energy Production Company,0.0
Perry County,Perry County Coal Corporation,0.0
South Carolina,South Carolina Federal Corp,0.0
Southern Company,Southern Company Gas,1.0
V. and C. Smith,V.A. Smith Company,0.0
Siemens Energy Inc.,"Siemens Energy & Automation, Inc.",1.0
Presidio,"Presidio, Inc.",1.0
Agri-Tech Producers,Agri-Tech Inc.,1.0
The Pennsylvania State University,Pennsylvania State University,0.0
Portland General Electric Company,Portland General Corp. /OR,1.0
Ameren,Ameren Corporation,1.0
CoBank,Cobank Acb,1.0
ALLETE,"ALLETE, Inc.",1.0
Opower,"OPOWER, Inc.",1.0
"Law et al., Peabody Energy Corporation",Peabody Energy Corporation,1.0
Mallinckrodt,Mallinckrodt US LLC,1.0
Duke Energy,Duke Energy Field Services Corp.,1.0
Verso Paper Corp.,"Verso Paper Holdings, LLC",1.0
"Chief Executive Officer (CEO), Alger Delta Cooperative Electric Association",Alger Delta Cooperative Electric Association,1.0
"Environmental Policy & Programs, Arizona Public Service",Arizona Public Service Co.,
"Energy Policy, Duke Energy",Duke Energy Corporation,
Green America,"Scatec North America, Inc.",0.0
"General Manager, Tricounty Rural Electric Cooperative",National Rural Electric Cooperative Association,
Public Works,Public Service Co. of Colorado,
NRG Energy,Nrg Solar Las Vegas Mb 2 LLC,
Okefenoke Rural Electric Membership Corporation,The Satilla Rural Electric Membership Corporation,0.0
Engineering,Engineering Intent Corp.,
"Arizona Electric Power Cooperative, Inc.",J A C Electric Cooperative Inc,
Marathon Petroleum,Marathon Petroleum Logistics Services LLC,
Traverse Electric Cooperative Inc.,Heritage Cooperative Inc.,0.0
Scientific Affairs,Scientific Games Finance Corporation,0.0
K. P. Fox and P. J. Fox,Brightstar Fox Productions LLC,0.0
Wartsila North America,Iconix Latin America LLC,0.0
McKenzie Electric Cooperative,Door County Cooperative,0.0
EDP Renewables North America,"SSIT North America, Inc.",0.0
EDP Renewables North America,Bitor America Corporation,0.0
"Energy Markets & Environmental Services, Alliant Energy Corporate Services, Inc.","Energy Maintenance Services Group I, LLC",0.0
Vigilante Electric Cooperative Inc.,"Kroger Group Cooperative, Inc.",0.0
"Indiana Coal Council, Inc.",P & N Coal Co Inc,0.0
"West Coast, Wartsila North America","Unilin North America, Llc",0.0
NRG Energy,NRG Huntley Operations Inc.,
Count on Coal,"Mettiki Coal , LLC",0.0
Institute for Energy Research (IER),"Nomura Research Institute, Ltd.",0.0
Pace Energy and Climate Center,Pace Ltd.,
NRG Energy,NRG Power Midwest LP,
Local 1412,"Local Tv Holdings, Llc",0.0
TransCanada Corporation,Transcanada Pipelines Services Ltd,
"Clarke Electric Cooperative, Inc.","Baugh Midwest Cooperative, Inc.",0.0
"Martin J. Durbin, President",Martin Shipping LLC,0.0
Light and Power,Florida Power & Light Company Trust II,0.0
"Senior Vice President, Policy & Strategy, NRG Energy",NRG Energy Center Phoenix LLC,
Tricounty Rural Electric Cooperative,South Kentucky Rural Electric Cooperative Corporation,
David Mills,David Leff Family Trust,0.0
"Policy & Strategy, NRG Energy","Nrg Energy, Inc.",
The North America Coal Corporation (NA Coal) et al.,San Juan Coal Company,0.0
NRG Energy,Chalk Nrg Point Llc,
"Vice President, Environment, NRG Energy",NRG Bluewater Wind LLC,
James Andrew,James Hardie Industries plc,0.0
"Vice President, Environment,  NRG Energy",Nrg Solar Las Vegas Mb 2 LLC,
"President and CEO,The Satilla Rural Electric Membership Corporation",Okefenoke Rural Electric Membership Corporation,
"Environmental Services, Calpine Corporation","Calpine Merchant Services Company, Inc.",
Daniel M. Dasho,"Daniel Industries, Inc.",0.0
"Counsel, Dover Nixon Horne PLLC on behalf of Nucor Steel - Arkansas and Nucor-Yamato Steel Company","Nucor LMP Steel, inc.",
"Vice President, Environment,  NRG Energy",NRG McClain LLC,
"T. Boyd, et al",T.M.T. Resources Inc.,0.0
Georgia Electric Membership Corporation,Georgia Transmission Corporation,
"Covanta Energy, LLC","Covanta Energy, Inc.",
Nucor Steel - Arkansas,Suncoast Steel Corporation,0.0
General Manager/CEO,General Partner Inc.,0.0
"Environment,  NRG Energy, Inc.",NRG Energy Services Group LLC,
Tyler W.,Tyler Rehab Associates LP,0.0
Dr. R.,Dr. Pave,0.0
"NRG Energy, Inc.",NRG North Central Operations Inc.,
"Fusion Center, MIT","Fusion Turkey, LLC",0.0
First Wind,Community Wind North 10 LLC,0.0
"Environment, NRG Energy",NRG Ilion Limited Partnership,
"Green For All, et al.","Green Wire, LLC",0.0
CLEAR,Clear Skies LLC,0.0
"CEO, Cloverland Electric Cooperative","Bartlett Electric Cooperative, Inc.",
Nuclear Energy Institute,Nuclear Logistics LLC,0.0
Exploration,Roughrider Exploration Limited,0.0
William,"William Lettis & Associates, Inc.",0.0
UNS Energy Corporation,American Eagle Energy Corporation,0.0
Glen White,Glen Daniels Corporation,0.0
General Mariager,General America Corporation,0.0
"Energy Policy, Duke Energy","Duke Energy Miami Fort, LLC",
Green America,Green EnviroTech Corp.,0.0
Howard-Johnson Associates,"Howard-GM II, Inc.",0.0
"Policy & Strategy, NRG Energy",NRG Solar DG LLC,
Columbia Law School,"Columbia FunMap, Inc.",0.0
"Secretary, The North America Coal Corporation (NA Coal) et al.","Doss Fork Coal Co, Inc",0.0
Duke Energy,"Duke Energy Vermillion II, LLC",
"Environment, NRG Energy",NRG Energy Center Harrisburg LLC,
"President/CEO, Meade County Rural Electric Cooperative Corporation",South Kentucky Rural Electric Cooperative Corporation,
The North America Coal Corporation,Cravat Coal Co.,0.0
Newmont Nevada Energy Investment LLC and Newmont USA Limited,Newmont Gold Company,
Acadia Center et al.,"Acadia Louisiana, LLC",
Engineering,Toyo Engineering Corporation,0.0
Green Township,"Green Resource, LLC",0.0
"Advanced Energy Economy (AEE), et al.","Advanced Energy Technologies, Inc.",
"Energy Policy, Duke Energy",Energy 95 LLC,0.0
"Luminant Generation Company, LLC",Luminant ET Services Company,
First Wind,"Michigan Wind 1, LLC",0.0
North American Coal,"Marfork Coal Company, Inc.",0.0
"Energy Policy, Duke Energy","Duke Energy Kentucky, Inc.",
American Iron and Steel Institute,CMC Steel Holding Company,0.0
The Ohio Energy Group,"Hemi Energy Group, Inc.",0.0
"Mike Hyde, AICP","Mike Smith GM, Inc.",0.0
Tampa Electric Company's,"Tampa Port Services, Llc",0.0
Philips Electronics North America,NRG North America LLC,0.0
"Environment,  NRG Energy",NRG Thermal LLC,
L. and K. Todd,"K&L Microwave, Inc.",0.0
AES Puerto Rico LP,Aes Placerita Inc.,
Northern Rio Arriba Electronic Cooperative Inc.,"Northern Virginia Electric Cooperative, Inc.",0.0
Northwestern Energy Corporation,Brek Energy Corporation,0.0
Lin,LIN Media LLC,0.0
C3 Energy,"C3-ilex, LLC",
Ohio Valley Electric Corporation (OVEC) and Indiana-Kentucky Electric Corporation,Licking Valley Rural Electric Cooperative Corporation,0.0
UNS Energy Corporation,Petrolia Energy Corporation,0.0
North American Coal,Logan Fork Coal Company,0.0
"Environment,  NRG Energy","Nrg Marsh Landing Holdings, Llc",
"Environment, NRG Energy, Inc.",NRG Texas Holding Inc.,
PSEG Nuclear,PSEG Power Capital Trust I,
Vectren Corporation,"Vectren Retail, LLC",
Verso Paper Corp.,Verso Paper Finance Holdings LLC,
"Arizona Electric Power Cooperative, Inc.","Sysco Arizona, Inc.",0.0
ALLETE,ALLETE Capital II,
James O. Vick,"James O. Sacks, Inc.",0.0
First Wind,"Groen Wind, LLC",0.0
Southern Power District,Southern Mineral Corporation,
Midwest Electric,"Midwest Division Ñ ACH, LLC",
Ohio Valley Electric Corporation (OVEC) and Indiana-Kentucky Electric Corporation,The Daily-e Corporation,0.0
Wartsila North America,Zurich North America,0.0
Equipment Corp,Equipment Sales Co.,
"President and CEO, Northern Neck Electric Cooperative","Northern Virginia Electric Cooperative, Inc.",0.0
"CEO, Cloverland Electric Cooperative",North Alabama Electric Cooperative,0.0
"Law et al., Peabody Energy Corporation",Alliant Energy Corporation,0.0
"Environment, NRG Energy",NRG Residential Solar Solutions LLC,
The American Wind Energy Association,"Bluestem Wind Energy, LLC",0.0
Edward Smith,Edward II Inc.,0.0
Dynegy Inc.,Dynegy Capital Trust II,
Southern Company,Southern Company Capital Trust VI,
AES Puerto Rico LP,"AES Deepwater, LLC",
Waste Management,Waste Management Of Indiana LLC,
Tricounty Rural Electric Cooperative,"Central Rural Electric Cooperative, Inc.",0.0
Rhode Island Chapter,"Rhode Island LFG Genco, LLC",0.0
"General Manager, Darke Rural Electric Cooperative, Inc.","Fall River Rural Electric Cooperative, Inc.",
Washington Rural Electric Cooperative Association,"Union Rural Electric Cooperative, Inc.",0.0
AES Puerto Rico LP,"AES Ironwood, L.L.C.",
F. Menish,F.F.O. Financial Group,0.0
Marshall,"Marshall Wind 1, LLC",0.0
Southern States Energy Board,"Southern Energy Group, Inc.",0.0
"Environment,  NRG Energy",NRG Montville Operations Inc.,
Northwest Arkansas Council,"Northwest Arkansas Employees, LLC",0.0
Engineering,Engineering Seismology Group Canada Inc.,0.0
"Environment,  NRG Energy",NRG Energy Center Smyrna LLC,
"Environment,  NRG Energy, Inc.",Chalk Nrg Point Llc,
"Environment,  NRG Energy, Inc.",NRG North Central Operations Inc.,
"Environment,  NRG Energy",NRG Rocky Road LLC,
"President/CEO, Meade County Rural Electric Cooperative Corporation","Union Rural Electric Cooperative, Inc.",
Energy Alliance,"Alliance Energy Renewables, LLC",0.0
Communications,Lotus Communications Corp.,0.0
Public Service of New Hampshire,Public Service Electric & Gas Capital L.P.,0.0
"Environment,  NRG Energy","New NRG, Inc.",
Energy,"Energy XXI GOM, LLC",0.0
Public Service Enterprise Group,Public Service Commission Of Yazoo City,
David Green,David Jones Limited,0.0
NRG Energy,NRG Yield Operating LLC,
"Vice President, Environment, NRG Energy",NRG Energy Holdings Inc.,
Jack Kegel,Jack Gaughen LLC,0.0
Duke Energy,Duke Energy Stephens Llc,
Russell Olson,"Russell Hobbs, Inc.",0.0
"Vice President, Environment, NRG Energy",NRG Renew LLC,
"Environment,  NRG Energy, Inc.",NRG Yield LLC,
Southern Company,Southern Propane Inc.,0.0
Capstone Turbine Corporation,Capstone Med Inc.,
Central Electric Power Cooperative,Cooperative Power Association,0.0
Cameron,Cameron Canada Corporation,
Austin Energy,"Austin NSC, LLC",
"NRG Energy, Inc.",NRG Cabrillo Power Operations Inc.,
Lakeland Electric,Lakeland Bank Inc.,
AES Puerto Rico LP,"AES Alamitos, L.L.C.",
Exelon Corporation,"Exelon Energy Delivery Company, LLC",
Benton Rural Electric Association,"Butler Rural Electric Cooperative Association, Inc.",0.0
T. J. O'Grady,"T.J.T., Inc.",0.0
Sustainable Development,"Sustainable Refining, LLC",0.0
"Wartsila North America, Inc.",North America Cosco Inc.,0.0
"NRG Energy, Inc.",Chalk Nrg Point Llc,
Dynegy Inc.,"Dynegy GasCo Holdings, LLC",
Wild Rice Electric Cooperate,Wild Rice Electric Cooperative Inc.,1.0
Northern Neck Electric Cooperative,Northern Neck Bankshares Corporation,0.0
Consumers Union et al.,Consumers Gas Group,0.0
"Environment,  NRG Energy",NRG Asset Services LLC,
"Environment,  NRG Energy",NRG Services Corporation,
"Brazos Electric Power Cooperative, Inc.","Arizona Electric Power Cooperative, Inc.",
"Brazos Electric Power Cooperative, Inc.",Central Electric Power Cooperative Inc.,
Damon,Damon Corporation,0.0
"Environment, NRG Energy, Inc.",NRG Renew LLC,
Norton White Energy,"Norton & Norton, LLC",0.0
"Energy Policy, Center of American Progress",Progress Energy Inc.,0.0
"Vice President, Environment,  NRG Energy",NRG Artesian Energy LLC,
The North America Coal Corporation,The Atkins North America Holdings Corporation,0.0
Exelon Corporation,Exelon Capital Trust I,
"Environment,  NRG Energy, Inc.",NRG Warranty Services LLC,
"Vice President, Environment,  NRG Energy",NRG Solar DG LLC,
OGE Energy,OGE Energy Capital Trust I,
"Scott W. Handy, President/CEO","Scott-Wilson, Inc.",0.0
President/CEO,President Energy Plc,0.0
Compliance,Compliance Energy Corporation,0.0
Tri-State Generation,Tri-State Media Corporation.,0.0
"Tri-State Generation and Transmission Association, Inc.","Tri-State Generation & Transmission Association, Inc.",1.0
Compliance Chief Compliance Officer,Compliance Energy Corporation,0.0
President,President Energy Plc,0.0
"President and CEO, South Central Indiana Rural Electric Membership Corporation",Southeastern Indiana Rural Electrical Membership Corporation,0.0
"the Central Electric Power Cooperative, Inc.",Central Electric Power Cooperative Inc.,1.0
the Central Electric Power Cooperative,"Central Electric Power Cooperative, Inc.",1.0
