name,client,score
Federal Home Loan Mortgage Corp,Federal Home Loan Bank of Chicago,0.9187362875426159
Military Resale Group Inc,Military Officers Assn of America,0.9186672113659102
Northwest Equity Corp,Northwest Fruit Exporters,0.9186662869338591
Washington Real Estate Investment Trust,Washington State Dept of Transportation,0.9186463486579991
Orange-Co Inc,Orange County School Board,0.91863530991438
Chicago Rivet & Machine Co.,Chicago Mercantile Exchange,0.9186319068791279
Northern Empire Bancshare,Northern Forest Alliance,0.9185614737308151
Western Quebec Mines Inc,Western Energy,0.9184249377118868
Massachusetts Electric Co,Massachusetts Software Council,0.9183889247031688
Central Natural Resources Inc,Central Basin Municipal Water District,0.9183588871954748
Express Scripts Holding Co,Express One International,0.9183335552531904
Michigan Bell Telephone Co,Michigan Credit Union League,0.918309254927977
Alliance Data Systems Corp,Alliance for I-69 Texas,0.9182848305833988
Federal Data Corp,Federal Advocacy for CA Educ Svcs Assn,0.9182746822769305
Dames & Moore Group,Dames & Moore,0.9181291236495621
Excelsior-Henderson Motorcycle,Excelsior Gaming,0.9180348759239141
Dynamic Homes Inc,Dynamis Healthcare Advisors,0.917880278383486
Paradigm Geophysical Ltd,Paradigm Support Corp,0.9178694218104296
California Coastal Communities Inc,California Pistachio Commission,0.9178622591813548
Colorado Medtech Inc,Colorado River Energy Distributors Assn,0.91783435858232
Medical Graphics Corp,Medical Group Management Assn,0.9178217258930917
Alexander's Inc.,Alexander Manufacturing,0.9177344517788925
Heritage Property Investment Trust Inc.,Heritage Harbor Museum,0.9177295911522957
California Beach Restaurant,California Tomato Commission,0.9176906381957635
Texas Vanguard Oil Co,Texas Medical Center,0.9176431561444752
Technology Solutions Co,Technological Research & Devel Authority,0.9176312421487421
Monterey Gourmet Foods Inc,Monterey County Water Resources Agency,0.9176260565983092
California Beach Restaurant,California Restaurant Assn,0.9175638614591061
Compositech Ltd,Composite Optics,0.9175088758851793
University Bancorp Inc,University Hospital of Tromso,0.9174962818310367
North American Metals Corp,North American Retail Dealers Assn,0.917378577438539
Executive Risk Inc,Executive Jet Aviation,0.9173287029460535
Provident Cos Inc,Providence Performing Arts Center,0.9172393262076421
Universal Std Healthcare Inc,Universal Systems,0.9171243998304339
North Carolina Natural Gas,North Carolina Peanut Growers Assn,0.9169000863772596
International Rectifier Corp,International Agricultural Group,0.9168998321297954
Moscow CableCom Corp,Moscow Interbank Currency Exchange,0.9168448538232155
Florida East Coast Industries Inc.,Florida State University,0.9168355347325352
Columbus Southern Power Corp,Columbus County Hospital,0.9166871173752923
Citizens First Financial Corp,Citizens for Global Solutions,0.9166389829918032
Household Finance Corp,Household International,0.9165646745690649
International Isotopes Inc,International Climate Change Partnership,0.9165588890147239
North American Gavlanizing & Coatings Inc.,North American Securities Admins Assn,0.9165062187316715
Riverside Forest Products Ltd,Riverdeep Interactive Learning,0.9164499213635824
Dynamic Homes Inc,Dynamics Technology,0.916413474481915
Northeast Pennsylvania Financial Corp.,Northeast Ohio Areawide Coord Agency,0.916381204757941
Verizon Inc/VA,Veridian Corp,0.9163055193468762
Mission Critical Software,Mission San Juan Capistrano,0.9160548802585246
Northeast Indiana Bancorp Inc,Northeast Public Power Assn,0.9160314457797112
American Medical Security Group Inc,American Medical Security,0.915995286508329
Park City Group Inc,Park City Municipal Corp,0.9158509106856993
North American Technologies Group Inc,North American Assn/Food Equipment Mfrs,0.9156808765883877
New Jersey Resources Corp,New Jersey Organ & Tissue Sharing Netwk,0.9156281827198169
California Beach Restaurant,California Primary Care Assn,0.9156042790283907
Provident Cos Inc,Provideo Productions,0.9155492967430149
California Software Corp,California State University/Fullerton,0.9154369059342397
California Coastal Communities Inc,California Rural Indian Health Board,0.9154017439102228
Central & South West Corp,Central Florida Transportation Coalition,0.9153397811325034
New York Community Bancorp Inc.,New York Structural Biology Center,0.915286312717981
Citizens First Bancorp Inc,Citizens for State Power,0.915277048323913
Florida Public Utilities Co,Florida Citrus Alliance,0.9152291159137033
Herbalife Nutrition Ltd,Herbalife International,0.9151488793124594
Education Lending Group Inc,Education Finance Group,0.9151141491012843
Citizens First Financial Corp,Citizens for Jobs & the Economy,0.9151046283255407
Innovative Solutions and Support Inc,Innovative Productivity,0.9150695515667057
Mortgage.com Inc,Mortgage Insurance Companies of America,0.9150693072019764
Illinois Bell Telephone Co,Illinois Hospital Assn,0.9150475386207602
Paradigm Geophysical Ltd,Paradigm Systems Consulting,0.9150094620248883
Franklin Covey Co.,Franklin Institute,0.9149808160528368
Transocean Ltd,Transconsortia,0.9149744144883445
Boston Acoustics Inc,Boston Capital,0.9149358946656531
Golden Phoenix Minerals Inc,Golden Hill Paugussett Tribe,0.9148750810872142
Wisconsin Power & Light,Wisconsin Counties Assn,0.9148642985998652
Columbus Southern Power Corp,Columbus Regional Airport Authority,0.9148532835568898
Quantech Ltd,Qualtec,0.9147723465167527
Indigo Aviation AB,Indigo,0.9147620422601428
Internet America Inc,Internet Safety Assn,0.9146890701465026
Queensway Financial Holdings Ltd,Queensland Sugar,0.9146610406934703
Northeast Pennsylvania Financial Corp.,Northeast Ohio Regional Sewer District,0.9146115204308284
Central Natural Resources Inc,Central Arizona Water Conservation Distr,0.9145552538220584
Massachusetts Electric Co,Massachusetts Water Resources Authority,0.9145504759847849
Electric & Gas Technology,Electric Power Research Institute,0.9145504479651538
Commerce One Inc,Commerce Clause Coalition,0.9145270938397974
Rochester Medical Corp,Rochester Institute of Technology,0.9144962797330901
Barnwell Industries Inc,Brandeis University,0.9144883796454877
Brown & Brown Inc,Brown & Assoc,0.914463882841645
Motor Cargo Industries Inc,Motor Freight Carriers Assn,0.9144073316190976
Cincinnati Bell Inc,Cincinnati Companies,0.9143544224319652
Bombardier Inc,Bombardier Services Corp,0.9143085163951725
Accenture PLC,Accent Insurance Recovery,0.9142666465429008
Fidelity Advisor Emerging Asia Fund,Fidelity Investments,0.914234689655394
Community Bankshares Inc.,Community Transportation Assn of Idaho,0.9142183082727069
Long Island Financial Corp.,Long Island University,0.9141649191866197
Physician Reliance Network,Physicians Choice for Reproduction,0.9141635924687495
Heartport Inc,Hearthstone,0.9141439816259759
Johnson Controls International Plc,Johnson Controls World Services,0.9140790750806719
Metris Cos Inc.,Metris Companies,0.9139671876964188
Texas Petrochemical Holdings Inc.,Texas Health Resources,0.913883655797949
North American Scientific Inc,North American Insulation Manufacturers Assn,0.9138345794099442
First Data Corp.,First USA Partners,0.9137005542806841
Interactive Systems Worldwide Inc,Interactive Gaming Council,0.9135338690025737
Community Bank of Northern Virginia,Community Hospital/Munster,0.9134382860359935
Alliance Fiber Optic Products Inc,Alliance for Competitive Electricity,0.913424274380987
Capital Power Income LP,Capital Blue Cross,0.9134161860858644
Capital Properties Inc.,Capital Partnerships,0.9133446834007046
Grupo Industrial Maseca SA De CV,Grupo Financiero Banorte,0.9131448997648158
Chesapeake Corp.,Chesapeake Bay Foundation,0.9130653516427497
Industrias Bachoco SAB De CV,Industrial Fabrics Assn International,0.9130267482404465
Global Sources Ltd,Global Business Development,0.9129669342119151
Investment Technology Group Inc.,Investment Co Institute,0.9129519752251755
International Textile Group Inc,International Safety Equipment Assn,0.9127429660464307
Montgomery Street Income Securities Inc.,Montgomery Area Chamber of Commerce,0.9127103846464035
Alliance Fiber Optic Products Inc,Alliance USA,0.9126916857889295
Fifth Third Bancorp,Fifty Caliber Shooters Assn,0.9126674151860951
Illinois Central Railroad Co,Illinois Primary Health Care Assn,0.9125749320302287
Public Storage Canadian Properties,Public Broadcasting Entities,0.9125723925495457
Vanguard Airlines Inc,Vanguard Medical Concepts,0.9125295786511888
California Coastal Communities Inc,California Avocado Commission,0.9125152810837455
Alliance One International Inc,Alliance of Nonprofit Mailers,0.9124687421146248
Cornerstone Internet Solutions,Cornerstone Television,0.9124311066840053
St Joseph Light & Power,St Joseph's Indian School,0.9123454409803554
Las Vegas Entertainment Network Inc,Las Vegas Valley Water District,0.9122932555423605
Kansas City Southern,Kansas Public Transit Assn,0.9122600513337076
Prism Technologies Group Inc,Prism Communication Services,0.9122515454332569
Orange PLC,Orange County Water District,0.9122070630918142
American Healthchoice Inc,American Health Sciences Educ Consortium,0.9121592840439743
Precision Partners Inc,Precision Aerospace Corp,0.9120743599287083
Genesco Inc.,Genesis HealthCare,0.9120065693454137
UnderSea Recovery Corp,Undersea Sensor Systems,0.9119679534775743
Computer Modelling Group Ltd,Computer Cltn for Responsible Exports,0.9118808177911722
Cleveland Electric Illumination,Cleveland Advanced Manufacturing Program,0.9118366405506382
Protein Polymer Technologies,Protein Technologies International,0.911710905248311
Sterling Centrecorp Inc,Sterling Chemicals,0.9117108240757121
Pharmaceutical Products Development Inc,Pharmaceutical Care Management Assn,0.9116999257230171
National Medical Health Card Systems Inc,National Medical Assn,0.9116024024280768
National Steel Corp,National Safe Kids Campaign,0.9115997876029781
Eastern Utilities Associates Co,Eastern Michigan University,0.9115836676649292
Colorado Interstate Gas Co,Colorado River Water Conservation Dist,0.9115697521397585
American Medical Laboratories Inc,American Medical Rehab Providers Assn,0.9114492224729837
Puerto Rican Cement Co Inc,Puerto Rico Department of Justice,0.911374680239614
North American Gavlanizing & Coatings Inc.,North American Export Grain Assn,0.9113457831702964
New York Intl Commerce Group,New York Public Library,0.9113363876614315
"Delta-Galil Industries Ltd, Tel Aviv",Delta Security Technologies,0.9113071662662333
Westwood Corp,Westwood Pembroke Health System,0.9112928834021727
California Pizza Kitchen Inc,California Assn of Industrial Banks,0.9111676499675497
National Healthcare Corp.,National Healthy Start Assn,0.9111457250447137
Dailey International Inc,Daniella Maria Arturi Foundation,0.9111220791615726
AllianceBernstein Global High Income Fund Inc,Alliance of Automobile Manufacturers,0.9110324328201491
South Carolina Community Bancshares,South Carolina National Guard Assn,0.9109227741750697
International Cosmetics Marketing Co,International Biometric Industry Assn,0.9108734059419944
Colorado Interstate Gas Co,Colorado Dept of Transportation,0.9108507194102566
California Micro Devices Corp,California Community Colleges,0.9108007870439357
California Beach Restaurant,California Attorney General's Office,0.9107593050730544
Louisiana-Pacific Corp,Louisiana International Group,0.9107545632378784
Illinois Central Railroad Co,Illinois Public Transit Assn,0.9107325396714939
Northern Technologies International Corp,Northern Arizona University,0.9107314654262432
Ion Track Inc.,Ion Track Instruments,0.9106551476565075
Secure Computing Corp,Secure Wrap Inc,0.9105601061550064
American Medical Systems Holdings Inc,American Medical Response,0.9105219176934343
United Dominion Industries,United World Cultural Education Org,0.9105061267453588
Thomas Industries Inc.,Thomas D Campbell & Assoc,0.910490374077408
Telephone and Data Systems Inc.,Telephone Assn of Michigan,0.9103041023954489
Florida Rock Industries Inc,Florida Hospital Assn,0.9102485920875742
Universal Corp,Universal Space Lines,0.9102478334862925
Strategic Distribution Inc,Strategic Minerals Corp,0.910209757110532
North American Palladium Ltd.,North American Communications Corp,0.9101245270203107
New York Life Insurance Co,New York United Hospital Medical Center,0.9101175139360536
Federal Signal Corp.,Federal Law Enforcement Officers Assn,0.9100974024828992
Mobile Knowledge Inc,Mobile Communications Holdings,0.9099205123090859
Technoprises Ltd,Technosystems Consolidated,0.9098645082255852
Hillsborough Resources Ltd,"Hillsborough County, FL",0.9098532612652295
Edison Schools Inc,Edison Chouest Offshore,0.9097458157819319
California Software Corp,California Debt Limit Allocation Cmte,0.9097090291922272
Marine Transport Corp,Marine Capital Management,0.9096209265575528
International Knife & Saw Inc.,International College,0.9095382741995156
Boise Cascade Office Products Corp,Boise Cascade,0.9094432034672483
Consumers Packaging Inc,Consumer Bankers Assn,0.9093530418874326
Washington Homes Inc,Washington Performing Arts Society,0.9093171718460664
California Engels Mining Co,California Assn of Winegrape Growers,0.9092911915286848
Hologic Inc,Kollsman Inc,0.909280463208001
Michael Foods Inc,Michael J Fox Foundation For Parkinson's Research,0.9092659237016129
Enterprise Informatics Inc,Enterprise Mission,0.9091828872784313
Education Management Corp,Education Assistance Foundation,0.9091551994909178
Bethlehem Corp,Bethlehem Township,0.9088782943645544
Michigan Consolidated Gas Co,Michigan Biotechnology Institute,0.9088772796519061
Partner Communications Co Ltd,Partnership for Early Climate Action,0.9088574313287214
Illinois Power Co,Illinois Community College Board,0.9087737518191504
Fidelity Advisor Korea Fund,Fidelity Charitable Gift Fund,0.9087036537858593
Northwest Sports Enterprises,Northwest Ecosystem Alliance,0.9086594312065593
Western Oil Sands Inc,Western Pacific Economic Council,0.9086426682077963
Kerr-McGee Corp,Kerr-McGee Shared Services Co,0.9086377459352541
Citizens First Bancorp Inc,Citizens for Reliable & Safe Highways,0.9086342200043497
Childrens Place Inc,Children's Hospital Medical Center Fdtn,0.9086073868767621
Andersons Inc,Anderson-Erickson Dairy Co,0.9086040974718388
Golden State Vintners Inc,Golden Gate Bridge Highway & Trans Dist,0.9085925148996634
San Francisco Co,San Francisco Water & Power Division,0.9085186358095549
Consumer Portfolio Services Inc,Consumer Healthcare Products Assn,0.9084765933058236
National Propane Partners LP,National Propane Gas Assn,0.908285919709213
Paradise Music & Entertainment Inc,Paradise Valley Hospital,0.9082855137386334
Qwest Corp,Guest & Assoc,0.908238252103491
Concert Industries Ltd,Concert Productions Inc,0.9081102841743633
California Coastal Communities Inc,California Bankers Assn,0.9080603737749053
Emergensys Corp,Emergency Dept Practice Management Assn,0.9079897721660688
New York Health Care Inc,New York State Reliability Council,0.9079000894783713
Virginia Electric & Power Co,Virginia Commonwealth University,0.9078032828578833
Medical Resources Inc,Medical Resident FICA Coalition,0.9077705975846166
Business Bancorp,Business Roundtable,0.907715950110446
Commonwealth Gas Co,Commonwealth Research Institute,0.9076371374955738
Bracknell Corp,Bracco Diagnostics,0.9075863406311301
Technology Flavors & Fragrances Inc.,Technology Systems Inc                  ,0.9075560406356663
Childrens Place Inc,Children's Hospital of Alabama,0.9074711573971571
European Micro Holdings Inc,European Confederation of Iron & Steel Industries,0.9074591808674032
First South Bancorp Inc,First South Production Credit Assn,0.9073972542118031
Martinrea International Inc,Martin-Baker Aircraft,0.9073927441152253
Earthlink Network Inc,EarthLink Inc,0.9073309243150192
California Pizza Kitchen Inc,California Canning Peach Assn,0.9072646188308209
Alliance Atlantis Communications Inc,Alliant Techsystems,0.9072210341113699
Business Bancorp,Business & Professional Women USA,0.9071724044234821
California Engels Mining Co,California Credit Union League,0.9071708676822997
Alliance One International Inc,Alliance Pipeline,0.9071041775850776
New York Health Care Inc,New York Restoration Project,0.9070458875270269
Thomas Group Inc,Thomas Moore Consultants,0.907009047721107
North American Vaccine Inc,North American Sports Management,0.9069495246183833
PotlatchDeltic Corp,Potlatch Corp,0.9069414894205418
American Retirement Corp,American Retirees Assn,0.9069176365662021
Greater Bay Bancorp,Greater Baton Rouge Metropolitan Airport,0.906801825396017
Pathfinder Bancorp Inc,Pathfinder Technology,0.9067665609313927
Mechanical Dynamics,Mechanical Equipment Co,0.9067636880152434
Citizens First Financial Corp,Citizens for Civil Justice Reform,0.9066515136912012
California Style Palms Inc,California Hospital Medical Center Found,0.9066497276435199
Western Quebec Mines Inc,Western Development,0.9066371307891666
Alabama National BanCorporation,Alabama Space Science Exhibits Comm,0.9065696658843063
Women First HealthCare Inc,Women First National Legislative Cmte,0.9064301462790647
Global Earth Energy Inc,Global Marine Systems,0.9064244631829262
Thomson Reuters PLC,Thomson Corp,0.906388592377232
Cincinnati Bell Inc,Cincinnati Milacron,0.9063557794336423
Alabama National BanCorporation,Alabama Nursing Home Assn,0.9063199974671221
Dominion Resources Black Warrior Trust,Dominion Resources,0.9063066287393156
Magellan Health Inc,Magellan Health Services,0.9062633440888914
Breakaway Solutions Inc,Breakthrough Technologies Institute,0.9062469670405273
Cumberland Technologies Inc,Cumberland Packaging Corp,0.9061375252934261
Energy North Inc,Energy Northwest,0.9060352036931076
Student Loan Corp,Student Loan Finance Corp,0.9059539481171848
Chapman Capital Management Holdings Inc,Chromalloy Gas Turbine,0.9058796139574253
Western Sierra Mining Corp.,Western Urban Water Coalition,0.9058468027982772
Network-1 Technologies Inc,NETWORK,0.9057758842124127
Southern Foods Group LP,Southern Utah Wilderness Alliance,0.9057681749329491
Computer Modelling Group Ltd,Computer & Communications Industry Assn,0.9057416753545888
Columbia Financial of Kentucky Inc,Columbia University Trustees,0.9056086392956098
Phoenix Cos Inc.,Phoenix Air Group,0.9055833222663316
Diversified Opportunities Inc,Diversified International Sciences,0.9055524241189347
Augustine Ventures Inc,Augustine Medical,0.9055128141121447
Transocean Ltd,Transport Workers Union,0.9054999338936282
Hampton Industries,Hampton University,0.9054593900310389
Oakwood Homes Corp,Oakwood Healthcare System,0.9054311379555072
California Style Palms Inc,California Assn of Sanitation Agencies,0.9054046985584432
Internet HOLDRS Trust,Interns for Peace,0.9053030677319568
California Culinary Academy,California Walnut Commission,0.9052936380610179
Industrial Select Sector SPDR Fund,Industrial Telecommunications Assn,0.9052930188042237
Lincoln Logs Ltd,Lincoln Property,0.9051665055593466
Philadelphia Consolidated Holding Corp,Philadelphia University,0.9051440540655463
British American Tobacco PLC,British Aerospace,0.9050333040895241
Industrial Select Sector SPDR Fund,"Industrial Dev Auth of Newport News, VA",0.9050011130792449
Brown-Forman Corp,"Brownstein, Hyatt et al",0.9049815753712092
California Software Corp,California Forestry Assn,0.9049755294576015
Medical Resources Inc,Medical Records International,0.9049538334696531
St Joseph Light & Power,St Joseph's University,0.9048968648031461
Florida Gaming Corp,Florida Sugar Cane League,0.9048894550740166
Digital Video Systems Inc,Digital Descriptor Services,0.9047516472232553
United Defense Industries Inc.,United Defense,0.9047435648588334
Republic Bancorp Inc,Republicans for Clean Air,0.9047194723547793
Arizona Instrument Corp,Arizona Cotton Growers Assn,0.9046914532862875
Portland General Electric Co,Portland State University,0.904658386631114
Washington Gas Light Co,Washington Wheat Commission,0.9046508035740756
Huntington Bancshares Inc,Huntington Sanitory Board,0.9044119867301847
California Independent Bancorp,California Science Center Foundation,0.9043905701106262
Alabama Aircraft Industries Inc,Alabama State Port Authority,0.9043758579225414
New York Regional Rail Corp,New York Stock Exchange,0.9043110795287052
Alaska Communications Systems Group Inc,Alaska Visitors Assn,0.9042666942873104
Property Capital Trust Inc,Property Owners Remedy Alliance,0.9042480681833981
Independent Bank Corp.,Independent Bankers Assn of Texas,0.9042373751179112
Electronics Boutique Holdings Corp.,Electronic Industries Alliance,0.9042232308571221
California Coastal Communities Inc,California Healthcare Assn,0.9041688299315734
Healthcare Technologies Ltd,Healthcare Billing & Management Assn,0.9041240202608549
National Rural Utilities Cooperative Finance Corp,National Auto Dealers Assn,0.9041084752879496
Colonial Insured Municipal Fund,Colonial Williamsburg Foundation,0.9040917106533666
Educational Insights Inc,Educational Communications Inc,0.9038864899198751
North American Gavlanizing & Coatings Inc.,North American GSM Alliance,0.9038587985899443
American Business Products,American Business Media,0.9038475070521288
Community Bankshares Inc.,Community Broadcasters Assn,0.9038273969448615
Massachusetts Electric Co,Massachusetts Turnpike Authority,0.9038024218319571
EnviroStar Inc,Envirocare of Texas,0.903714431782796
California Beach Restaurant,California Assn of Realtors,0.9036589684913136
Pegasus Solutions Inc,Pegasus Capital Advisors,0.9036189619854319
Metro Networks Inc,Metro Augusta Chamber of Commerce,0.9036148373224463
Walter Energy Inc,Writers Guild of America East,0.9035674354951024
Wheeling Power Co,Wheeling Pittsburgh Steel,0.903486386988387
Electric & Gas Technology,Electric Reliability Coordinating Councl,0.9034723693064168
Building One Services Corp,Build Indiana Council,0.9034411796391386
Minnesota Municipal Term Trust Inc. II,Minnesota Rural Electric Assn,0.903307327973129
California Engels Mining Co,California Dried Plum Board,0.903278177091541
Healthcare Technologies Ltd,Healthcare Recoveries Inc,0.9031798679499327
Virginia Commonwealth Financial,Virginia Peanut Growers Assn,0.903118578475779
Federal Realty Investment Trust,Federation of American Scientists,0.9030876551365513
St. Lawrence Cement Group Inc,St Lawrence Seaway Pilots Assn,0.9028831942275805
California Software Corp,California State Lands Commission,0.9028165457326625
Lockheed Martin Corp,Lockheed Martin Tactical Systems,0.9027549659747967
Primetech Electronics Inc,Primetec International,0.9027445818241817
New York Film Works Inc,New York University,0.9026799243664442
New York Health Care Inc,New York Bankers Assn,0.902630772354104
Education Management Corp,Education Networks of America,0.9026240696628017
Miller Exploration Co,Miller & Schroeder Financial,0.9026104599297609
Pennsylvania Enterprises Inc,Pennsylvania Rural Electric Assn,0.90260418454611
Morgan FunShares Inc,"Morgan, Lewis & Bockius",0.9025331396063974
Aegon NV,Aegon USA,0.902449551124589
Official Payments Corp,Official Artist,0.902430288426803
Charles & Colvard Ltd,Charles County Community College,0.9024136884076663
Atlantic BancGroup Inc,Atlantic Health System,0.9023725273453199
Columbia Financial of Kentucky Inc,Columbia University,0.9023621466240375
LifePoint Health Inc,LifePoint Hospitals,0.9023317625834104
Harris Corp,"Harris, Beach & Wilcox",0.9022941528248773
World Wrestling Entertainment Inc.,World Wrestling Federation,0.9022583902448628
Cooperative Bankshares Inc,Cooperative of American Physicians,0.9021332601586463
Canadian Satellite Communications,Canadian River Municipal Water Authority,0.9020638505652885
Evans & Sutherland Computer Corp,"Evans, Sheila",0.9020258113438049
Pittston Co-Bax Group,Pittston Co,0.9019044003021017
California Culinary Academy,California Institute of Technology,0.9018139744268301
Morgan's Foods Inc.,Morgan State University,0.9017699175976069
Bay Area Bancshares,Bay Area Rapid Transit District,0.9017479449738034
Equitable Bank/MD,Equitable Resources,0.9017007455922785
Berkeley Technology Ltd,Berkeley County Water & Sanitation Auth,0.9016906245509505
Chicago Title Corp,Chicago Southshore & South Bend Railroad,0.9016809747812626
Providence Service Corp,Providence Redevelopment Agency,0.9016336072001588
International Wallcoverings Ltd,International Utility Efficiency Partnerships,0.901633548224052
White Mountains Insurance Group Ltd,White Mountain Apache Tribe,0.9014323933377583
Southern California Edison,Southern California Water Co,0.9012571641612929
Intermedia Marketing Solutions Inc,InterMedia Partners,0.9012447576996234
Financial Institutions Inc,Financial Accounting Foundation,0.9012376114939866
Morgan Group Inc.(The),Morgan Guaranty Trust,0.9011786954516179
Sonoma Valley Bancorp,Sonoma County Water Agency,0.9011313186902922
Zions Bancorporation,Zions Bancorp,0.9011207869007324
Cleveland Indians Baseball,Cleveland Hopkins International Airport,0.9010504285398598
Paradyne Networks Inc,Paradise Canyon Resort,0.9010503658891845
Baltimore Technologies PLC,Baltimore Symphony Orchestra,0.9010201751853114
Marshall Industries,"Marshall County, AL",0.9010004202324665
Alliance Boots PLC,Alliance of Catholic Health Care Systems,0.9009833762868474
Childrens Place Inc,Children & Adults with ADD,0.9009090112051844
American Educational Product,American Education Reform Foundation,0.9009038753888499
Vulcan International Corp,Vulcan Chemical,0.9008359031800274
Alliance Data Systems Corp,Alliance for Power Privatization,0.9007166682452302
Northrop Grumman Corp,Northrop Grumman Laser Systems,0.9007068151080959
Wisconsin Power & Light,Wisconsin Lake Schooner Education Assn,0.9007031734954484
Great Pines Water Inc,Great Cities' Universities,0.9006911464100676
First Premium Income Trust,First Preston Management,0.9006904992587954
Huntsman International LLC,Huntsman Corp,0.9005992218959484
Colorado Medtech Inc,Colorado River Commission of Nevada,0.900590112963624
California Pizza Kitchen Inc,California Children's Hospital Assn,0.9005619731231312
Global Payments Inc.,Global Assoc,0.9005281107843147
Orange & Rockland Utilities,Orange County Public Schools,0.900442035881315
Huntington Rhodes Inc,Huntington Hospital,0.9004023366204544
Northwest Equity Corp,Northwestern Michigan College,0.900293434213462
Power-One Inc.,Power Plant Entertainment,0.9002538535865682
American Physicians Capital Inc,American Physical Therapy Assn,0.9001896093688657
Specialized Health Products International,Specialized Technical Services,0.9001491466890964
Federal Realty Investment Trust,Federation of State Medical Boards,0.9000898105251283
Vanguard Airlines Inc,Vanguard Pest Control,0.9000121620914799
Environmental Technologies Corp,Environmental Action Group,0.9927126269978951
Great Lakes Chemical Corp.,Great Lakes Corp Resources,0.9924622813806779
Lockheed Martin Corp,Lockheed Martin NESS,0.9829504475277907
Teva Pharmaceutical Industries Ltd,Teva Pharmaceuticals USA,0.9820177377706452
Enterprise Informatics Inc,Enterprise Business Law Group  ,0.9809361257287168
Cambridge Technology Partner,Cambridge Technologies,0.9799145913693517
Texas Petrochemical Holdings Inc.,Texas Petrochemicals Inc,0.9793369518348337
Greene County Bancorp Inc,Greene County Health Care,0.9792662303672554
Technical Consumer Products Inc,Technical Consultants,0.9792246174708563
Neiman Marcus Inc,Neiman Marcus Group,0.9777352746161686
Mitsubishi Electric Corp,Mitsubishi Electric Automation,0.9776015861877764
Glendale International Corp,Glendale Community College,0.9772153473919858
Toyota Motor Credit Corp,Toyota Motor Sales USA,0.976617441810037
Pennsylvania Power Co,Pennsylvania House,0.9755784799706716
Bollinger Industries Inc,Bollinger Shipyards,0.9755562009467437
California Independent Bancorp,California Independent System Operator,0.9752923073875273
Consolidated Graphics Inc.,Consolidated N St Charles Cnty Levee,0.9750578581836922
First American Health Concepts,First American Bulk Carriers Corp,0.9748058194259112
Rocky Mountain Energy Corp/NV,Rocky Mountain Sugar Growers Cooperative,0.9746480670826719
American Medical Technologies Inc,American Medical Technologists,0.9745241066995373
Broadwing Corp,Broadwing Communications,0.974367308983625
Venture Catalyst Inc/UT,Venture Catalyst,0.9742481768982401
Healthcare.com Corp,Healthcare Communications,0.9736444912072696
First National Bancshares Inc,First National Bank of Omaha,0.9731796255423393
Pacific Office Properties Trust Inc,Pacific Heights Residents Assn,0.9730967221777442
Pacific Internet Ltd,Pacific Northwest Waterways Assn,0.9730604017337297
Alabama Gas Corp,Alabama-Coushatta Tribe of Texas,0.9720167966511332
California First National Bancorp,California Marine & Navigation Conf,0.9718891627641317
OceanFirst Financial Corp.,Ocean Futures Society,0.9713682510219066
Household Finance Corp,Household Financial Group,0.9709196741611817
Evergreen Resources Inc.,Evergreen America,0.9709087954485837
California Pizza Kitchen Inc,California Cling Peach Growers Advsry Bd,0.9700700709693824
Pure Resources Inc,Pure Resources 1,0.9694574601200795
Global Health Sciences Inc,Global Health Council,0.9687321289274834
Pennsylvania Power Co,Pennsylvania Higher Educ Assistance Agcy,0.9687200540170812
CapitalSource Inc.,Capital Blue Cross,0.9686669872611606
American International Petroleum Corp,American International Auto Dealers Assn,0.9683318315217667
American Financial Group Inc,American Financial Services Assn,0.9683078090031206
Environmental Power Corp,Environmental Land Technology Ltd,0.9682332392381994
Advanced Energy Industries Inc.,Advanced Energy Systems,0.9681756456003012
Advantage Payroll Services,Advantage Health Plan,0.9679707904934257
Cambridge Holdings Ltd,Cambridge Health Alliance,0.9676489048193962
Advanced Medical Optics Inc.,Advanced Telecom Depreciation Coalition,0.9675096976480871
Advanced Deposition Technology Inc,Advanced Life Support Alliance,0.9671911674127018
Independent Fact Ltd,Independent Electrical Contractors,0.9670841624332506
American International Group Inc,American International Center,0.9664960010397792
Federal Home Loan Mortgage Corp,Federal Crime Investigators Assn,0.9659749038661911
Minerals Technologies Inc.,Mineral Technologies,0.9659119297613789
Velvet Exploration Ltd,Genesee Brewing,0.9659060441106043
Florida Progress Corp,Florida Crystals,0.9658911243246404
Twenty-First Century Fox Inc,Twenty-First Century Group,0.9658790891098071
California Pizza Kitchen Inc,California Kiwifruit Commission,0.9656296124306771
San Diego Gas & Electric Co,San Diego State University,0.9652032013133475
Western Asset Intermediate Muni Fund Inc,Western Research Institute,0.9651832323433742
Advanced Recycling Sciences,Advanced Technology Solutions,0.9648788978224458
California Beach Restaurant,California Asparagus Commission,0.9646222287597369
Environmental Technologies Corp,Environmental Technology Unlimited,0.9641471357909652
California Software Corp,California State University,0.9640019632897053
Capital City Bank Group,Capital Concerts,0.9635882303513814
Advanced Technical Products Inc,Advanced Technology Institute,0.9633319586759229
California Pizza Kitchen Inc,California Nickel Corp,0.9632702526610689
Stewart & Stevenson Services Inc,Stewart & Stevenson,0.962907960400218
Pioneer Natural Resources Ltd,Pioneer North America,0.9627244601269992
